[rosout][INFO] 2019-01-07 07:42:07,447: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00000.jpg,0
[rosout][INFO] 2019-01-07 07:42:07,571: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00001.jpg,0
[rosout][INFO] 2019-01-07 07:42:07,811: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00002.jpg,0
[rosout][INFO] 2019-01-07 07:42:07,932: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00003.jpg,0
[rosout][INFO] 2019-01-07 07:42:08,038: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00004.jpg,0
[rosout][INFO] 2019-01-07 07:42:08,156: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00005.jpg,0
[rosout][INFO] 2019-01-07 07:42:08,279: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00006.jpg,0
[rosout][INFO] 2019-01-07 07:42:08,395: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00007.jpg,0
[rosout][INFO] 2019-01-07 07:42:08,538: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00008.jpg,0
[rosout][INFO] 2019-01-07 07:42:08,633: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00009.jpg,0
[rosout][INFO] 2019-01-07 07:42:08,921: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00010.jpg,0
[rosout][INFO] 2019-01-07 07:42:09,013: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00011.jpg,0
[rosout][INFO] 2019-01-07 07:42:09,105: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00012.jpg,0
[rosout][INFO] 2019-01-07 07:42:09,195: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00013.jpg,0
[rosout][INFO] 2019-01-07 07:42:09,393: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00014.jpg,0
[rosout][INFO] 2019-01-07 07:42:09,592: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00015.jpg,0
[rosout][INFO] 2019-01-07 07:42:09,679: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00016.jpg,0
[rosout][INFO] 2019-01-07 07:42:09,861: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00017.jpg,0
[rosout][INFO] 2019-01-07 07:42:09,964: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00018.jpg,0
[rosout][INFO] 2019-01-07 07:42:10,033: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00019.jpg,0
[rosout][INFO] 2019-01-07 07:42:10,212: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00020.jpg,0
[rosout][INFO] 2019-01-07 07:42:10,399: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00021.jpg,0
[rosout][INFO] 2019-01-07 07:42:10,500: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00022.jpg,0
[rosout][INFO] 2019-01-07 07:42:10,602: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00023.jpg,0
[rosout][INFO] 2019-01-07 07:42:10,703: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00024.jpg,0
[rosout][INFO] 2019-01-07 07:42:10,898: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00025.jpg,0
[rosout][INFO] 2019-01-07 07:42:11,008: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00026.jpg,0
[rosout][INFO] 2019-01-07 07:42:11,102: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00027.jpg,0
[rosout][INFO] 2019-01-07 07:42:11,198: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00028.jpg,0
[rosout][INFO] 2019-01-07 07:42:11,300: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00029.jpg,0
[rosout][INFO] 2019-01-07 07:42:11,421: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00030.jpg,0
[rosout][INFO] 2019-01-07 07:42:11,527: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00031.jpg,0
[rosout][INFO] 2019-01-07 07:42:12,121: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00032.jpg,4
[rosout][INFO] 2019-01-07 07:42:12,941: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00033.jpg,4
[rosout][INFO] 2019-01-07 07:42:13,152: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00034.jpg,4
[rosout][INFO] 2019-01-07 07:42:13,385: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00035.jpg,4
[rosout][INFO] 2019-01-07 07:42:14,353: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00036.jpg,4
[rosout][INFO] 2019-01-07 07:42:14,462: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00037.jpg,4
[rosout][INFO] 2019-01-07 07:42:14,583: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00038.jpg,4
[rosout][INFO] 2019-01-07 07:42:14,693: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00039.jpg,4
[rosout][INFO] 2019-01-07 07:42:14,789: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00040.jpg,4
[rosout][INFO] 2019-01-07 07:42:15,303: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00041.jpg,4
[rosout][INFO] 2019-01-07 07:42:15,758: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00042.jpg,4
[rosout][INFO] 2019-01-07 07:42:16,554: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00043.jpg,4
[rosout][INFO] 2019-01-07 07:42:16,632: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00044.jpg,4
[rosout][INFO] 2019-01-07 07:42:17,673: , /home/student/Desktop/CarND-capstone-repo/data/training_data/00045.jpg,4
